celular;data_nascimento;idade;sexo;cidade_residencial;bairro_residencial;cidade_trabalho;bairro_trabalho;cidade_escola;bairro_escola;categoria_frequentada
(11) 94610-3411;18/10/1938;86;Feminino;São Paulo;Higienópolis;São Paulo;República;;;Clubes e Centros de Convivência
(11) 98085-6339;24/01/1987;38;Feminino;São Paulo;Bela Vista;São Paulo;Penha;São Paulo;República;Clínicas de Saúde e Bem-estar
(11) 99572-1725;21/01/1944;81;Feminino;São Paulo;Santana;;;São Paulo;Higienópolis;Clínicas Médicas e Laboratórios
(11) 94066-6985;21/06/1998;27;Outro;São Paulo;Jabaquara;;;;;Coworkings e Centros de Estudo/Conexão
(11) 98008-3576;03/01/1947;78;Outro;São Paulo;Ipiranga;;;;;Restaurantes com comida caseira
(11) 91991-7016;06/11/1951;73;Feminino;São Paulo;Higienópolis;São Paulo;Santana;;;Clubes e Centros de Convivência
(11) 91329-2040;09/02/1984;41;Masculino;São Paulo;Higienópolis;;;;;Supermercados e Mercados Express
(31) 95927-2563;13/02/1969;56;Feminino;Rezende;Jabaquara;São Paulo;Sé;;;Postos de Combustível e Serviços Automotivos
(11) 97904-4465;16/10/1993;31;Outro;São Paulo;Casa Verde;;;;;Papelarias, Livrarias e Lojas de Escritório
(11) 91129-9601;12/04/1952;73;Masculino;São Paulo;Itaquera;São Paulo;Higienópolis;;;Supermercados de Bairro e Mercadinhos
(11) 93458-4653;31/03/1966;59;Outro;São Paulo;Vila Prudente;;;;;Clínicas de Saúde e Bem-estar
(11) 98974-7372;24/06/2008;17;Feminino;São Paulo;Itaquera;São Paulo;Limão;São Paulo;Bela Vista;Lojas de Moda Urbana e Alternativa
(31) 95597-7682;26/03/1968;57;Feminino;São Paulo;Higienópolis;São Paulo;Limão;São Paulo;Sé;Farmácias e Drogarias
(11) 97161-1726;11/12/1935;89;Outro;São Paulo;Lapa;;;São Paulo;República;Supermercados de Bairro e Mercadinhos
(11) 97296-9671;31/07/1945;80;Masculino;São Paulo;Higienópolis;;;São Paulo;Higienópolis;Produtos Naturais e Fitoterápicos
(61) 91241-6015;22/06/1988;37;Outro;São Paulo;Ipiranga;São Paulo;Bela Vista;;;Bancos, Agências e Correspondentes
(11) 94123-1204;15/12/1992;32;Feminino;São Paulo;Itaquera;;;;;Lojas de Móveis e Decoração
(41) 91566-7280;20/01/2004;21;Outro;São Paulo;Higienópolis;São Paulo;Higienópolis;;;Espaços Culturais e de Experiência Interativa
(11) 91027-9985;27/04/1979;46;Outro;São Paulo;Ipiranga;;;;;Postos de Combustível e Serviços Automotivos
(11) 91059-8543;30/03/1998;27;Masculino;São Paulo;Santana;;;São Paulo;Consolação;Barbearias/Salões com estética jovem
(11) 99316-6467;28/02/2007;18;Outro;São Paulo;Tatuapé;São Paulo;Tucuruvi;;;Coworkings e Centros de Estudo/Conexão
(11) 92850-4250;27/06/1983;42;Masculino;São Paulo;Campo Limpo;;;;;Bancos, Agências e Correspondentes
(11) 94664-2190;07/01/1984;41;Outro;São Paulo;Ipiranga;São Paulo;Higienópolis;;;Bancos, Agências e Correspondentes
(11) 98683-8998;19/09/1987;37;Feminino;Gomes;Vila Prudente;São Paulo;Tucuruvi;São Paulo;Bela Vista;Farmácias e Drogarias
(11) 98741-5575;11/04/1957;68;Feminino;São Paulo;República;;;;;Bancos e Casas Lotéricas
(11) 93613-7331;09/03/1978;47;Feminino;São Paulo;Jabaquara;São Paulo;Bela Vista;São Paulo;Consolação;Farmácias e Drogarias
(11) 92856-8336;13/06/1991;34;Masculino;São Paulo;Casa Verde;;;;;Clínicas de Saúde e Bem-estar
(11) 92505-2300;23/04/1983;42;Outro;São Paulo;Santana;São Paulo;República;São Paulo;Sé;Restaurantes e Gastronomia
(11) 92465-2686;19/08/1982;42;Masculino;São Paulo;Casa Verde;São Paulo;Bela Vista;;;Restaurantes e Gastronomia
(11) 92055-4694;01/07/1945;80;Feminino;São Paulo;Santana;São Paulo;Bela Vista;São Paulo;Santana;Clínicas Médicas e Laboratórios
(11) 92490-6107;07/05/1962;63;Masculino;São Paulo;Limão;São Paulo;Consolação;;;Farmácias e Drogarias
(61) 93340-9043;27/09/1936;88;Masculino;São Paulo;Tatuapé;São Paulo;Santana;;;Bancos e Casas Lotéricas
(11) 96748-4746;03/01/1959;66;Masculino;Souza de Jesus;Penha;São Paulo;Lapa;;;Calçados Confortáveis e Ortopédicos
(21) 96116-5458;19/10/2005;19;Feminino;Ramos da Serra;Campo Limpo;São Paulo;Penha;;;Academias e Studios Fitness
(11) 94626-3057;08/12/1995;29;Masculino;São Paulo;Jabaquara;São Paulo;Itaquera;São Paulo;República;Cafeterias e Bistrôs Modernos
(11) 94301-6537;16/08/1984;40;Outro;São Paulo;Santo Amaro;São Paulo;Higienópolis;São Paulo;Tucuruvi;Postos de Combustível e Serviços Automotivos
(41) 98872-5553;01/06/1994;31;Masculino;São Paulo;Sé;São Paulo;Tatuapé;;;Supermercados e Mercados Express
(11) 95889-2670;30/01/1982;43;Feminino;São Paulo;Vila Prudente;São Paulo;República;;;Bancos, Agências e Correspondentes
(11) 95390-7411;28/11/1959;65;Feminino;São Paulo;Bela Vista;São Paulo;República;;;Calçados Confortáveis e Ortopédicos
(11) 95758-7365;11/11/1965;59;Outro;São Paulo;Santana;São Paulo;Higienópolis;São Paulo;Bela Vista;Farmácias e Drogarias
(11) 96702-2722;08/04/1940;85;Outro;São Paulo;Butantã;São Paulo;Santana;;;Calçados Confortáveis e Ortopédicos
(11) 96628-2965;08/07/1994;31;Outro;São Paulo;Santana;São Paulo;Ipiranga;;;Supermercados e Mercados Express
(11) 92542-7413;05/12/1997;27;Outro;São Paulo;Higienópolis;;;;;Cinema e Streaming Experience Stores
(71) 98066-6665;10/11/1962;62;Feminino;São Paulo;Perdizes;São Paulo;Limão;;;Clínicas Médicas e Laboratórios
(11) 91057-5212;29/09/1963;61;Outro;Teixeira;República;;;;;Restaurantes com comida caseira
(11) 96560-4727;13/08/1973;51;Feminino;São Paulo;Tatuapé;São Paulo;Consolação;;;Lojas de Roupas e Calçados
(11) 98173-5840;21/07/2007;18;Feminino;São Paulo;Tatuapé;São Paulo;Bela Vista;;;Lanchonetes e Fast-Food
(11) 91302-7988;22/04/1969;56;Outro;São Paulo;Tatuapé;São Paulo;Perdizes;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 98357-3277;01/06/1953;72;Outro;São Paulo;Santo Amaro;;;São Paulo;Santana;Fisioterapia e Terapias Complementares
(11) 93613-5277;03/08/1985;39;Feminino;São Paulo;Ipiranga;São Paulo;Casa Verde;;;Restaurantes e Gastronomia
(11) 97854-1098;04/11/1977;47;Feminino;São Paulo;Campo Limpo;São Paulo;Consolação;São Paulo;República;Bancos, Agências e Correspondentes
(11) 92315-4083;03/11/1997;27;Feminino;São Paulo;Jabaquara;São Paulo;Pinheiros;;;Academias e Studios Fitness
(11) 92134-9057;20/03/1999;26;Feminino;São Paulo;Consolação;São Paulo;Sé;;;Academias e Studios Fitness
(11) 95393-3698;25/10/1955;69;Outro;São Paulo;Tucuruvi;;;São Paulo;Vila Prudente;Fisioterapia e Terapias Complementares
(11) 92692-1430;28/02/1980;45;Outro;São Paulo;Lapa;São Paulo;Casa Verde;;;Farmácias e Drogarias
(11) 91997-7271;15/02/1982;43;Feminino;São Paulo;Santo Amaro;;;;;Lojas de Móveis e Decoração
(11) 96826-7265;06/04/1958;67;Masculino;São Paulo;Consolação;São Paulo;Santo Amaro;;;Supermercados de Bairro e Mercadinhos
(11) 96008-5060;11/07/2008;17;Outro;São Paulo;Higienópolis;São Paulo;Itaquera;;;Cafeterias e Bistrôs Modernos
(11) 99535-6641;19/09/1977;47;Outro;São Paulo;Sé;São Paulo;Consolação;;;Clínicas de Saúde e Bem-estar
(11) 95032-4041;18/06/1962;63;Outro;São Paulo;Pinheiros;;;;;Fisioterapia e Terapias Complementares
(11) 93001-9668;22/11/1936;88;Masculino;São Paulo;Santana;São Paulo;Higienópolis;;;Farmácias e Drogarias
(11) 96551-4190;07/03/1949;76;Masculino;Costa;Campo Limpo;São Paulo;Higienópolis;São Paulo;Higienópolis;Produtos Naturais e Fitoterápicos
(11) 92713-8057;26/03/1938;87;Outro;São Paulo;Vila Prudente;São Paulo;Santana;;;Supermercados de Bairro e Mercadinhos
(11) 96380-1208;13/11/1951;73;Feminino;São Paulo;Lapa;São Paulo;Limão;São Paulo;Campo Limpo;Calçados Confortáveis e Ortopédicos
(41) 91401-8151;21/07/1987;38;Outro;Fernandes do Galho;Sé;;;São Paulo;Sé;Lojas de Roupas e Calçados
(11) 96000-5025;27/01/1955;70;Masculino;São Paulo;Perdizes;São Paulo;Vila Prudente;;;Fisioterapia e Terapias Complementares
(11) 98566-3678;03/05/1962;63;Outro;São Paulo;Santo Amaro;São Paulo;Tucuruvi;São Paulo;Consolação;Clubes e Centros de Convivência
(11) 94123-2291;20/08/1954;70;Outro;São Paulo;Consolação;São Paulo;República;;;Supermercados de Bairro e Mercadinhos
(41) 92030-4826;03/07/1997;28;Feminino;São Paulo;Jabaquara;São Paulo;Tucuruvi;São Paulo;Higienópolis;Coworkings e Centros de Estudo/Conexão
(11) 99967-2406;29/12/1998;26;Outro;São Paulo;Santo Amaro;São Paulo;Bela Vista;;;Coworkings e Centros de Estudo/Conexão
(11) 93623-5391;14/11/2006;18;Masculino;São Paulo;Santo Amaro;;;;;Lojas de Eletrônicos e Games
(11) 99750-1741;31/01/1961;64;Masculino;São Paulo;República;São Paulo;República;São Paulo;Sé;Supermercados de Bairro e Mercadinhos
(11) 93341-7783;16/08/1939;85;Masculino;São Paulo;Tatuapé;São Paulo;Jabaquara;São Paulo;Sé;Produtos Naturais e Fitoterápicos
(11) 94751-6632;14/12/1964;60;Feminino;São Paulo;Itaquera;;;;;Restaurantes com comida caseira
(11) 98406-4178;01/03/1940;85;Masculino;São Paulo;Vila Prudente;São Paulo;Consolação;;;Bancos e Casas Lotéricas
(11) 91308-1226;24/08/1988;36;Outro;São Paulo;Ipiranga;;;São Paulo;Bela Vista;Farmácias e Drogarias
(11) 96995-8764;08/07/2007;18;Outro;São Paulo;Sé;São Paulo;Santo Amaro;;;Lanchonetes e Fast-Food
(11) 95335-2122;06/07/1971;54;Outro;São Paulo;Consolação;;;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 97588-4024;22/03/1985;40;Outro;São Paulo;Santana;São Paulo;República;;;Supermercados e Mercados Express
(71) 98495-4564;12/11/2005;19;Feminino;São Paulo;República;São Paulo;Bela Vista;;;Lojas de Eletrônicos e Games
(11) 93190-3485;09/12/1938;86;Outro;São Paulo;Ipiranga;;;São Paulo;Consolação;Farmácias e Drogarias
(11) 99595-4765;22/11/1946;78;Feminino;São Paulo;Perdizes;São Paulo;Sé;São Paulo;Sé;Bancos e Casas Lotéricas
(11) 97670-2568;10/10/1961;63;Masculino;São Paulo;Campo Limpo;;;;;Clínicas Médicas e Laboratórios
(11) 92691-2231;10/01/1970;55;Feminino;São Paulo;Tucuruvi;;;São Paulo;Tucuruvi;Supermercados e Mercados Express
(21) 94278-7513;26/04/1968;57;Feminino;São Paulo;Consolação;;;São Paulo;Sé;Postos de Combustível e Serviços Automotivos
(11) 91218-3531;30/07/2006;18;Outro;São Paulo;Butantã;;;;;Barbearias/Salões com estética jovem
(41) 99695-9336;26/07/1998;27;Masculino;São Paulo;Bela Vista;São Paulo;Sé;;;Lojas de Roupas e Sneakers
(11) 94986-8278;22/06/1978;47;Outro;São Paulo;Butantã;;;;;Papelarias, Livrarias e Lojas de Escritório
(11) 91948-3543;17/11/1954;70;Masculino;São Paulo;Perdizes;;;São Paulo;República;Bancos e Casas Lotéricas
(11) 95015-7909;05/01/1969;56;Outro;São Paulo;Higienópolis;São Paulo;Lapa;São Paulo;República;Postos de Combustível e Serviços Automotivos
(11) 92400-6581;09/11/1952;72;Feminino;São Paulo;Santana;São Paulo;Sé;;;Farmácias e Drogarias
(11) 95578-7319;03/06/1936;89;Feminino;São Paulo;República;São Paulo;Lapa;;;Farmácias e Drogarias
(11) 98168-2723;13/07/1961;64;Masculino;São Paulo;Pinheiros;São Paulo;República;;;Igrejas e Lojas de Artigos Religiosos
(11) 97597-4044;02/10/1969;55;Masculino;São Paulo;Pinheiros;;;;;Farmácias e Drogarias
(11) 94626-3128;17/01/1959;66;Feminino;São Paulo;Santo Amaro;São Paulo;Consolação;;;Calçados Confortáveis e Ortopédicos
(11) 94935-7678;20/07/1937;88;Outro;São Paulo;Lapa;São Paulo;Sé;São Paulo;Casa Verde;Bancos e Casas Lotéricas
(61) 97630-4992;03/01/1961;64;Outro;São Paulo;Penha;São Paulo;Higienópolis;São Paulo;Sé;Clubes e Centros de Convivência
(11) 99125-9594;03/05/1950;75;Feminino;São Paulo;Butantã;São Paulo;Consolação;;;Produtos Naturais e Fitoterápicos
(71) 94143-8205;06/11/1956;68;Feminino;São Paulo;Lapa;;;São Paulo;Limão;Farmácias e Drogarias
(11) 95401-5374;13/02/1966;59;Feminino;São Paulo;Penha;;;;;Supermercados e Mercados Express
(11) 98854-9471;27/08/1939;85;Masculino;São Paulo;Lapa;São Paulo;Ipiranga;;;Farmácias e Drogarias
(61) 97734-4413;25/11/1954;70;Masculino;São Paulo;Bela Vista;São Paulo;Santana;;;Clubes e Centros de Convivência
(11) 93568-8160;29/01/1987;38;Outro;São Paulo;Pinheiros;;;;;Lojas de Móveis e Decoração
(11) 92968-1248;30/04/1962;63;Outro;São Paulo;Sé;;;;;Farmácias e Drogarias
(11) 99231-4391;24/07/1990;35;Outro;São Paulo;República;São Paulo;Santana;São Paulo;República;Papelarias, Livrarias e Lojas de Escritório
(11) 96881-1701;22/07/1990;35;Masculino;São Paulo;Vila Prudente;São Paulo;República;;;Postos de Combustível e Serviços Automotivos
(11) 93432-2167;02/06/1961;64;Masculino;São Paulo;Campo Limpo;;;;;Calçados Confortáveis e Ortopédicos
(11) 96527-6153;23/10/1953;71;Feminino;São Paulo;Perdizes;;;;;Supermercados de Bairro e Mercadinhos
(11) 97631-1108;24/03/1986;39;Masculino;São Paulo;Vila Prudente;;;;;Farmácias e Drogarias
(11) 94173-2299;22/05/1941;84;Feminino;São Paulo;Bela Vista;;;São Paulo;República;Restaurantes com comida caseira
(11) 92497-9360;18/07/1965;60;Masculino;São Paulo;Casa Verde;;;;;Restaurantes com comida caseira
(11) 98398-6376;10/11/1938;86;Feminino;São Paulo;Penha;São Paulo;Limão;;;Igrejas e Lojas de Artigos Religiosos
(11) 93959-7847;01/01/1973;52;Masculino;São Paulo;Casa Verde;;;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 98130-7557;15/04/1939;86;Feminino;São Paulo;Pinheiros;;;;;Supermercados de Bairro e Mercadinhos
(11) 96246-9479;07/07/1963;62;Outro;São Paulo;Sé;São Paulo;Sé;;;Igrejas e Lojas de Artigos Religiosos
(11) 95261-6466;14/06/1965;60;Masculino;São Paulo;Vila Prudente;São Paulo;Consolação;;;Fisioterapia e Terapias Complementares
(11) 93698-3591;01/02/1992;33;Outro;São Paulo;Butantã;São Paulo;República;São Paulo;Santo Amaro;Restaurantes e Gastronomia
(11) 94232-5500;09/02/1971;54;Outro;São Paulo;Jabaquara;;;;;Supermercados e Mercados Express
(11) 96613-7571;07/12/1968;56;Feminino;São Paulo;Pinheiros;São Paulo;Santo Amaro;;;Bancos, Agências e Correspondentes
(41) 98319-9632;12/06/1938;87;Masculino;São Paulo;República;;;;;Farmácias e Drogarias
(11) 94868-7536;11/07/1985;40;Feminino;São Paulo;Vila Prudente;;;;;Papelarias, Livrarias e Lojas de Escritório
(11) 94305-3107;19/11/1987;37;Outro;Melo de Peixoto;Limão;;;;;Bancos, Agências e Correspondentes
(11) 97908-8727;22/04/2002;23;Feminino;São Paulo;Jabaquara;São Paulo;Consolação;São Paulo;Casa Verde;Cinema e Streaming Experience Stores
(11) 93674-9816;07/07/1961;64;Outro;São Paulo;Limão;;;São Paulo;Jabaquara;Restaurantes com comida caseira
(11) 98321-7613;20/03/1937;88;Outro;São Paulo;Sé;São Paulo;Sé;São Paulo;Sé;Produtos Naturais e Fitoterápicos
(11) 97403-1133;24/06/1971;54;Outro;São Paulo;Ipiranga;São Paulo;Bela Vista;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 94921-6301;10/11/1996;28;Outro;São Paulo;Butantã;São Paulo;República;;;Cinema e Streaming Experience Stores
(11) 94051-8504;01/05/1946;79;Masculino;São Paulo;Penha;São Paulo;Consolação;;;Restaurantes com comida caseira
(11) 96473-5137;06/08/1963;62;Feminino;São Paulo;Santana;São Paulo;Bela Vista;;;Supermercados de Bairro e Mercadinhos
(11) 95025-3030;11/06/1969;56;Feminino;São Paulo;Bela Vista;São Paulo;Higienópolis;;;Supermercados e Mercados Express
(11) 97781-9572;17/04/1939;86;Outro;São Paulo;Sé;;;São Paulo;Casa Verde;Produtos Naturais e Fitoterápicos
(11) 98521-1006;30/04/1985;40;Outro;São Paulo;Bela Vista;São Paulo;Higienópolis;São Paulo;Itaquera;Clínicas de Saúde e Bem-estar
(11) 98403-8833;02/03/1948;77;Outro;São Paulo;Vila Prudente;;;São Paulo;Perdizes;Supermercados de Bairro e Mercadinhos
(11) 93970-7657;26/06/1974;51;Feminino;São Paulo;Ipiranga;São Paulo;Consolação;;;Postos de Combustível e Serviços Automotivos
(11) 99751-2955;15/05/1965;60;Masculino;São Paulo;Tucuruvi;São Paulo;Tucuruvi;;;Fisioterapia e Terapias Complementares
(11) 95966-1446;13/10/1960;64;Outro;São Paulo;Vila Prudente;São Paulo;Vila Prudente;;;Calçados Confortáveis e Ortopédicos
(11) 95865-5407;28/11/1979;45;Masculino;São Paulo;Lapa;;;São Paulo;Sé;Lojas de Móveis e Decoração
(11) 99861-1514;19/08/1938;86;Masculino;São Paulo;Ipiranga;;;;;Produtos Naturais e Fitoterápicos
(11) 91149-1386;04/11/1936;88;Outro;São Paulo;Bela Vista;São Paulo;Penha;São Paulo;Limão;Produtos Naturais e Fitoterápicos
(11) 97861-1646;07/01/2006;19;Masculino;Moreira;Butantã;São Paulo;Bela Vista;;;Academias e Studios Fitness
(11) 95922-1238;16/01/1995;30;Feminino;São Paulo;Sé;;;;;Academias e Studios Fitness
(11) 95372-3382;15/12/1987;37;Feminino;São Paulo;Santo Amaro;;;São Paulo;Vila Prudente;Lojas de Roupas e Calçados
(11) 94233-4956;28/08/1952;72;Masculino;São Paulo;Itaquera;São Paulo;Penha;;;Farmácias e Drogarias
(11) 95386-5202;20/05/1951;74;Feminino;São Paulo;Vila Prudente;São Paulo;Itaquera;;;Calçados Confortáveis e Ortopédicos
(11) 97789-5609;22/01/1994;31;Masculino;São Paulo;República;São Paulo;Sé;;;Restaurantes e Gastronomia
(11) 97039-3302;27/12/1934;90;Masculino;São Paulo;Santo Amaro;São Paulo;Penha;São Paulo;Tucuruvi;Farmácias e Drogarias
(11) 99874-5594;07/03/1943;82;Outro;Novaes de Silva;Jabaquara;;;;;Igrejas e Lojas de Artigos Religiosos
(11) 92247-9405;10/12/2000;24;Outro;São Paulo;Ipiranga;;;São Paulo;Consolação;Academias e Studios Fitness
(41) 95295-3951;03/02/1973;52;Feminino;São Paulo;Santo Amaro;São Paulo;Perdizes;;;Supermercados e Mercados Express
(11) 99375-2387;10/04/1981;44;Masculino;São Paulo;Ipiranga;São Paulo;Casa Verde;;;Bancos, Agências e Correspondentes
(11) 95215-1710;04/06/1979;46;Feminino;São Paulo;Butantã;São Paulo;Penha;São Paulo;Tucuruvi;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 96665-6165;04/11/1937;87;Feminino;São Paulo;Penha;São Paulo;Higienópolis;São Paulo;Limão;Supermercados de Bairro e Mercadinhos
(11) 96714-8443;29/10/1960;64;Masculino;São Paulo;Higienópolis;São Paulo;Tucuruvi;São Paulo;Sé;Igrejas e Lojas de Artigos Religiosos
(11) 95100-5447;22/05/1954;71;Masculino;São Paulo;Itaquera;São Paulo;Higienópolis;;;Bancos e Casas Lotéricas
(11) 96815-1783;05/07/1970;55;Feminino;São Paulo;Casa Verde;São Paulo;Itaquera;;;Supermercados e Mercados Express
(11) 95449-4427;12/12/1979;45;Masculino;São Paulo;Santana;;;São Paulo;Penha;Clínicas de Saúde e Bem-estar
(11) 97268-3419;28/08/1940;84;Outro;São Paulo;Campo Limpo;São Paulo;Limão;;;Bancos e Casas Lotéricas
(11) 94759-4980;02/11/1982;42;Outro;São Paulo;Tatuapé;São Paulo;República;São Paulo;Higienópolis;Clínicas de Saúde e Bem-estar
(11) 99961-8207;30/05/1942;83;Outro;Melo;Ipiranga;;;São Paulo;Penha;Clubes e Centros de Convivência
(11) 99351-4969;20/09/1999;25;Outro;São Paulo;Tucuruvi;São Paulo;Vila Prudente;;;Espaços Culturais e de Experiência Interativa
(11) 99562-5790;19/01/2006;19;Feminino;São Paulo;Perdizes;;;São Paulo;República;Academias e Studios Fitness
(11) 93578-6232;21/08/1986;38;Outro;São Paulo;Perdizes;São Paulo;Itaquera;;;Postos de Combustível e Serviços Automotivos
(11) 99316-8327;19/04/1960;65;Feminino;São Paulo;Itaquera;São Paulo;Bela Vista;;;Farmácias e Drogarias
(11) 93078-1747;11/11/1986;38;Feminino;São Paulo;Lapa;;;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 91341-7535;14/10/1961;63;Feminino;Almeida;Limão;São Paulo;Higienópolis;São Paulo;República;Igrejas e Lojas de Artigos Religiosos
(11) 98826-4858;14/04/1990;35;Outro;São Paulo;Campo Limpo;São Paulo;Higienópolis;;;Supermercados e Mercados Express
(11) 93963-1949;07/10/1977;47;Masculino;São Paulo;Campo Limpo;;;;;Farmácias e Drogarias
(11) 95139-3053;28/08/1994;30;Feminino;São Paulo;Perdizes;;;;;Barbearias/Salões com estética jovem
(11) 92085-1478;25/09/1945;79;Feminino;São Paulo;Casa Verde;São Paulo;Sé;;;Farmácias e Drogarias
(11) 92743-4158;22/12/1940;84;Masculino;São Paulo;República;;;São Paulo;Itaquera;Clínicas Médicas e Laboratórios
(11) 93594-1765;30/03/1978;47;Masculino;São Paulo;Campo Limpo;São Paulo;Vila Prudente;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 91617-7189;17/04/1940;85;Masculino;São Paulo;Higienópolis;São Paulo;Santana;;;Clínicas Médicas e Laboratórios
(11) 95926-7258;01/10/1942;82;Outro;São Paulo;Limão;São Paulo;Bela Vista;;;Farmácias e Drogarias
(11) 94881-9051;24/11/1954;70;Feminino;São Paulo;Butantã;São Paulo;Higienópolis;São Paulo;Consolação;Fisioterapia e Terapias Complementares
(11) 95214-8715;15/02/1967;58;Outro;São Paulo;Pinheiros;;;;;Farmácias e Drogarias
(11) 96649-7401;06/01/2001;24;Feminino;São Paulo;Santo Amaro;;;;;Academias e Studios Fitness
(11) 96974-8370;29/08/1942;82;Outro;São Paulo;Casa Verde;;;São Paulo;Casa Verde;Fisioterapia e Terapias Complementares
(11) 95579-9015;07/07/1972;53;Outro;Costela do Amparo;Bela Vista;;;;;Papelarias, Livrarias e Lojas de Escritório
