numero_celular;data_captura;tipo_cupom;tipo_loja;local_captura;latitude;longitude;nome_loja;endereco_loja;valor_compra;valor_cupom
(11) 99388-2227;19/07/2025;Cashback;eletrodoméstico;Estação Consolação;-23.555.819.135.012.900;-4.666.170.203.330.230;Subway;Av. Paulista, 2026;683,81;34,19
(11) 97855-5270;19/07/2025;Cashback;outros;Parque Trianon;-2.356.409.617.151.190;-4.665.718.380.826.310;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;758,29;37,91
(11) 91727-3552;13/07/2025;Cashback;vestuário;Calçada aleatória;-23.564.103.831.281.500;-46.649.745.106.565.100;Subway;Av. Paulista, 2026;382,43;19,12
(11) 92161-5788;05/07/2025;Produto;móveis;Calçada aleatória;-23.564.573.855.406.000;-4.664.946.681.156.950;Drogaria São Paulo;Av. Paulista, 1230;824,38;33,18
(71) 99671-1395;26/07/2025;Desconto;móveis;Semáforo;-2.356.185.484.766.240;-466.540.126.995.687;Renner;Av. Paulista, 2230;399,95;113,07
(11) 95908-1369;19/07/2025;Cashback;esportivo;Shopping Cidade São Paulo;-2.356.288.494.975.600;-4.665.273.855.042.350;Havaianas;Av. Paulista, 2439;432,84;21,64
(11) 96269-6094;30/07/2025;Produto;outros;Calçada aleatória;-23.564.199.410.271.500;-4.665.003.632.262.970;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;621,31;29,32
(11) 96027-4730;26/07/2025;Cashback;esportivo;Semáforo;-23.561.590.331.888.800;-4.665.401.394.897.430;Ponto Frio;Rua da Consolação, 2303;504,21;25,21
(11) 99700-9784;26/07/2025;Desconto;esportivo;MASP;-23.561.278.983.598.600;-46.656.057.873.698.700;Havaianas;Av. Paulista, 2439;936,72;180,23
(11) 91393-7354;20/07/2025;Produto;mercado express;Parque Trianon;-23.563.865.947.379.300;-46.656.495.828.122.100;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;355,11;13,89
(11) 97302-7949;11/07/2025;Desconto;vestuário;Calçada aleatória;-235.637.013.419.925;-4.665.002.443.679.630;Ponto Frio;Rua da Consolação, 2303;800,97;128,19
(11) 94212-1457;04/07/2025;Cashback;mercado express;Semáforo;-2.356.179.735.274.580;-4.665.382.674.491.360;Havaianas;Av. Paulista, 2439;682,97;34,15
(11) 98807-1108;06/07/2025;Cashback;eletrodoméstico;Estação Consolação;-2.355.561.902.369.840;-4.666.128.441.399.170;Ponto Frio;Rua da Consolação, 2303;721,09;36,05
(11) 95030-8142;27/07/2025;Produto;eletrodoméstico;Semáforo;-2.356.166.865.668.880;-46.654.038.147.579.000;Pão de Açúcar;Rua Pamplona, 1704;822,74;33,49
(11) 96603-7849;06/07/2025;Produto;restaurante;Parque Trianon;-2.356.381.943.628.150;-4.665.711.392.847.630;Smart Fit;Av. Paulista, 2006;268,08;16
(11) 92053-5960;12/07/2025;Cashback;restaurante;Estação Consolação;-23.556.047.921.718.800;-4.666.169.884.812.670;Havaianas;Av. Paulista, 2439;657,17;32,86
(11) 99081-8213;20/07/2025;Desconto;restaurante;Semáforo;-23.562.022.883.445.500;-4.665.449.847.429.670;Drogaria São Paulo;Av. Paulista, 1230;285,65;85,55
(11) 98787-1570;05/07/2025;Cashback;esportivo;MASP;-23.561.155.900.232.100;-46.656.711.197.626.700;Havaianas;Av. Paulista, 2439;426,15;21,31
(11) 98646-2121;05/07/2025;Cashback;outros;Calçada aleatória;-23.563.185.554.918.100;-4.664.954.943.625.980;Pão de Açúcar;Rua Pamplona, 1704;321,89;16,09
(11) 96778-9912;06/07/2025;Produto;vestuário;MASP;-2.356.149.230.261.720;-4.665.587.817.209.180;Kalunga;Rua Augusta, 2220;770,52;19,2
(11) 98364-5694;20/07/2025;Cashback;vestuário;Calçada aleatória;-23.563.909.108.437.900;-46.650.176.748.116.300;Pão de Açúcar;Rua Pamplona, 1704;691,71;34,59
(11) 93235-2229;19/07/2025;Desconto;farmácia;Semáforo;-23.561.942.214.255.700;-4.665.404.319.999.330;Kalunga;Rua Augusta, 2220;148,92;42,61
(11) 97298-1096;05/07/2025;Desconto;farmácia;Semáforo;-2.356.202.828.181.510;-46.653.945.561.680.900;Renner;Av. Paulista, 2230;115,28;15,25
(11) 91433-1984;26/07/2025;Produto;esportivo;Calçada aleatória;-23.564.394.058.339.500;-4.664.998.812.908.270;Subway;Av. Paulista, 2026;115,82;1,24
(11) 94215-9586;26/07/2025;Cashback;eletrodoméstico;Semáforo;-23.561.950.965.676.000;-4.665.396.134.511.350;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;474,11;23,71
(11) 91831-7897;19/07/2025;Desconto;eletrodoméstico;Semáforo;-23.562.064.749.226.600;-4.665.365.864.266.720;Riachuelo;Av. Paulista, 2277;116,63;28,7
(11) 97901-4750;10/07/2025;Desconto;eletrodoméstico;Calçada aleatória;-23.564.106.095.766.400;-46.649.931.802.227.900;Kalunga;Rua Augusta, 2220;472,36;141,52
(41) 95151-3171;28/07/2025;Produto;restaurante;Semáforo;-23.561.610.810.739.800;-4.665.402.381.284.200;Kalunga;Rua Augusta, 2220;982,89;41,94
(11) 96047-8258;27/07/2025;Desconto;eletrodoméstico;Semáforo;-2.356.193.566.101.970;-46.654.028.915.390.800;Kalunga;Rua Augusta, 2220;781,81;297,86
(11) 91435-1611;12/07/2025;Desconto;outros;Shopping Pátio Paulista;-2.357.017.778.906.190;-4.664.572.831.736.840;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;912,45;384,1
(31) 99096-1410;26/07/2025;Produto;vestuário;Estação Consolação;-23.555.385.993.626.800;-4.666.164.907.636.830;Smart Fit;Av. Paulista, 2006;412,02;17,34
(11) 97127-8190;12/07/2025;Cashback;outros;Semáforo;-23.562.257.837.917.000;-4.665.379.618.804.880;Renner;Av. Paulista, 2230;691,43;34,57
(11) 94398-3073;06/07/2025;Desconto;esportivo;Calçada aleatória;-23.564.091.400.350.100;-4.664.981.384.973.020;Lojas Americanas;Av. Paulista, 2300;164,74;42,99
(11) 95537-2434;20/07/2025;Cashback;farmácia;Parque Trianon;-2.356.483.082.131.540;-4.665.699.743.842.140;Kalunga;Rua Augusta, 2220;363,5;18,18
(21) 91164-5949;19/07/2025;Produto;esportivo;Calçada aleatória;-23.564.137.881.589.600;-46.650.318.977.605.900;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;286,85;6,04
(11) 93385-3499;26/07/2025;Desconto;mercado express;MASP;-2.356.157.997.230.050;-4.665.605.311.094.320;Drogaria São Paulo;Av. Paulista, 1230;283,45;123,51
(11) 96543-2530;05/07/2025;Produto;mercado express;Calçada aleatória;-23.564.014.395.738.400;-46.650.410.197.938.300;Renner;Av. Paulista, 2230;737,84;21,86
(11) 92802-9123;13/07/2025;Produto;farmácia;Estação Consolação;-2.355.567.611.786.590;-46.661.208.135.564.400;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;743,92;39,93
(11) 96340-6648;28/07/2025;Desconto;esportivo;Parque Trianon;-23.563.927.721.450.900;-4.665.675.630.341.720;Smart Fit;Av. Paulista, 2006;132,81;38,42
(11) 93535-7211;06/07/2025;Cashback;outros;Shopping Pátio Paulista;-23.570.220.631.263.600;-46.645.280.053.146.300;Ponto Frio;Rua da Consolação, 2303;822,18;41,11
(11) 91617-9876;04/07/2025;Produto;restaurante;Calçada aleatória;-23.563.438.958.392.100;-4.665.014.976.059.940;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;669,37;24,53
(11) 97690-7983;12/07/2025;Produto;restaurante;MASP;-23.561.629.545.195.500;-46.655.645.960.305.500;Renner;Av. Paulista, 2230;282,74;16,62
(11) 93299-1441;06/07/2025;Cashback;eletrodoméstico;Shopping Cidade São Paulo;-23.562.944.520.134.100;-4.665.207.029.741.010;Pão de Açúcar;Rua Pamplona, 1704;393,99;19,7
(11) 99180-1438;20/07/2025;Cashback;vestuário;Shopping Pátio Paulista;-23.569.982.215.263.700;-4.664.564.758.902.730;Ponto Frio;Rua da Consolação, 2303;530,75;26,54
(21) 96696-2521;19/07/2025;Desconto;mercado express;Shopping Pátio Paulista;-23.570.421.153.032.100;-46.645.945.116.475.400;Renner;Av. Paulista, 2230;366,88;120,32
(11) 97715-5888;05/07/2025;Cashback;restaurante;Semáforo;-2.356.135.940.366.280;-4.665.410.096.347.630;Riachuelo;Av. Paulista, 2277;806,73;40,34
(11) 92375-1004;21/07/2025;Cashback;eletrodoméstico;Shopping Pátio Paulista;-23.570.641.464.778.400;-466.457.550.249.673;Ponto Frio;Rua da Consolação, 2303;826,81;41,34
(11) 91264-3561;06/07/2025;Cashback;farmácia;Calçada aleatória;-23.564.193.468.757.500;-4.665.021.883.111.460;Subway;Av. Paulista, 2026;541,47;27,07
(21) 97512-9626;16/07/2025;Produto;eletrodoméstico;Estação Consolação;-23.555.928.111.284.800;-4.666.202.773.877.840;Renner;Av. Paulista, 2230;478,42;15,03
(11) 97661-3129;05/07/2025;Cashback;móveis;Shopping Cidade São Paulo;-2.356.339.259.537.600;-4.665.171.831.106.650;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;264,94;13,25
(41) 99415-3120;19/07/2025;Desconto;eletrodoméstico;MASP;-23.561.193.303.456.900;-4.665.560.322.874.690;Lojas Americanas;Av. Paulista, 2300;811,29;170,61
(11) 99279-9615;26/07/2025;Cashback;móveis;Calçada aleatória;-23.563.646.837.363.700;-4.664.944.975.963.060;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;490,54;24,53
(11) 94190-7461;12/07/2025;Produto;esportivo;Calçada aleatória;-23.564.531.426.765.400;-46.650.368.964.934.500;Drogaria São Paulo;Av. Paulista, 1230;893,27;21,79
(11) 93328-6987;03/07/2025;Desconto;farmácia;Semáforo;-2.356.224.111.709.820;-4.665.414.091.893.890;Subway;Av. Paulista, 2026;924,09;421,05
(11) 96714-2282;26/07/2025;Produto;restaurante;MASP;-23.561.504.170.817.100;-4.665.601.509.326.580;Pão de Açúcar;Rua Pamplona, 1704;612,88;27,76
(11) 99289-8657;12/07/2025;Produto;outros;MASP;-2.356.134.820.732.600;-4.665.587.041.138.270;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;286,78;7,53
(11) 95572-6020;08/07/2025;Cashback;móveis;MASP;-23.561.630.850.438.500;-46.656.533.664.633.000;Kalunga;Rua Augusta, 2220;247,97;12,4
(61) 96634-2730;03/07/2025;Cashback;esportivo;Semáforo;-23.562.297.860.611.600;-46.654.164.771.595.900;Drogaria São Paulo;Av. Paulista, 1230;498,03;24,9
(11) 93000-4095;05/07/2025;Cashback;vestuário;Calçada aleatória;-2.356.407.412.383.100;-4.665.033.890.023.770;Ponto Frio;Rua da Consolação, 2303;913,2;45,66
(11) 96266-7478;05/07/2025;Cashback;vestuário;MASP;-2.356.156.124.193.990;-46.656.220.296.216.500;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;832,07;41,6
(11) 92872-4273;27/07/2025;Cashback;vestuário;Shopping Pátio Paulista;-23.570.586.745.805.400;-4.664.597.292.739.850;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;622,27;31,11
(41) 94045-8616;19/07/2025;Cashback;farmácia;MASP;-2.356.166.867.139.690;-466.562.736.052.393;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;625,67;31,28
(11) 96243-4775;13/07/2025;Cashback;outros;Calçada aleatória;-2.356.404.605.020.860;-4.665.025.993.433.090;Drogaria São Paulo;Av. Paulista, 1230;901,89;45,09
(11) 99522-6008;13/07/2025;Desconto;esportivo;Calçada aleatória;-23.563.727.964.719.900;-4.664.987.824.491.990;Drogaria São Paulo;Av. Paulista, 1230;410,74;112,17
(11) 92954-4414;19/07/2025;Produto;móveis;MASP;-23.561.434.955.560.400;-46.656.120.245.649.200;Subway;Av. Paulista, 2026;132,33;4,68
(11) 94383-8935;03/07/2025;Cashback;eletrodoméstico;Semáforo;-23.561.885.843.908.400;-46.653.792.789.733.100;Subway;Av. Paulista, 2026;855,28;42,76
(11) 95828-2088;19/07/2025;Cashback;outros;Estação Consolação;-2.355.572.819.347.630;-46.661.136.889.443.300;Havaianas;Av. Paulista, 2439;473,79;23,69
(11) 95026-8985;13/07/2025;Cashback;móveis;Calçada aleatória;-23.563.862.108.804.500;-4.664.972.591.783.470;Riachuelo;Av. Paulista, 2277;226,21;11,31
(11) 94770-7984;12/07/2025;Desconto;móveis;Estação Consolação;-2.355.573.093.037.530;-4.666.141.530.066.400;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;992,37;488,4
(11) 95763-2019;13/07/2025;Produto;esportivo;Calçada aleatória;-23.564.239.034.369.800;-4.665.013.751.950.890;Havaianas;Av. Paulista, 2439;499,63;13,86
(11) 94647-8705;26/07/2025;Produto;farmácia;MASP;-23.561.309.190.933.900;-4.665.577.837.015.550;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;780,87;16,64
(21) 98917-8547;12/07/2025;Desconto;eletrodoméstico;Calçada aleatória;-23.563.847.716.453.100;-46.649.669.882.132.300;Pão de Açúcar;Rua Pamplona, 1704;116,28;55,3
(11) 98636-9006;05/07/2025;Desconto;farmácia;Estação Consolação;-23.556.198.491.351.500;-4.666.191.033.576.420;Smart Fit;Av. Paulista, 2006;688,77;312,42
(11) 99306-7433;12/07/2025;Produto;mercado express;Semáforo;-2.356.193.112.820.760;-46.654.217.309.089.500;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;394,12;13,15
(11) 94484-8558;13/07/2025;Desconto;farmácia;Semáforo;-23.560.986.669.527.600;-46.653.845.284.114.200;Smart Fit;Av. Paulista, 2006;424,62;63,45
(11) 95240-9944;20/07/2025;Cashback;mercado express;Estação Consolação;-2.355.579.449.925.460;-4.666.177.264.078.190;Pão de Açúcar;Rua Pamplona, 1704;380,96;19,05
(11) 92726-2458;13/07/2025;Produto;farmácia;MASP;-23.561.558.048.684.900;-4.665.587.195.780.160;Havaianas;Av. Paulista, 2439;311,42;4,65
(11) 99763-9680;26/07/2025;Produto;outros;Parque Trianon;-23.563.978.405.420.200;-46.657.136.009.743.400;Ponto Frio;Rua da Consolação, 2303;951,27;48,74
(11) 91382-8332;27/07/2025;Desconto;outros;Semáforo;-23.562.081.945.673.900;-4.665.359.671.462.740;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;705,86;209,68
(71) 94487-4950;06/07/2025;Desconto;mercado express;Parque Trianon;-23.563.596.648.511.200;-4.665.692.338.980.600;Riachuelo;Av. Paulista, 2277;185,5;26,72
(11) 97853-7545;30/07/2025;Cashback;vestuário;Parque Trianon;-23.564.414.377.918.100;-4.665.683.744.905.300;Kalunga;Rua Augusta, 2220;925,67;46,28
(11) 92301-2080;06/07/2025;Produto;mercado express;Shopping Pátio Paulista;-23.570.082.715.267.500;-4.664.524.006.566.940;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;286,64;6,17
(11) 93254-2825;26/07/2025;Cashback;eletrodoméstico;Semáforo;-23.561.779.672.244.100;-46.653.573.273.113.400;Lojas Americanas;Av. Paulista, 2300;868,72;43,44
(11) 92042-8138;12/07/2025;Desconto;esportivo;Estação Consolação;-23.555.754.984.718.200;-46.661.429.569.109.000;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;144,11;54,24
(31) 96074-9658;06/07/2025;Cashback;móveis;Semáforo;-235.622.042.326.699;-46.653.912.320.363.100;Ponto Frio;Rua da Consolação, 2303;295,33;14,77
(11) 92517-6705;05/07/2025;Desconto;esportivo;Semáforo;-2.356.160.113.972.680;-4.665.417.682.702.340;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;583,3;164,7
(11) 94098-5833;26/07/2025;Produto;móveis;Calçada aleatória;-2.356.425.843.302.880;-4.664.997.075.331.820;Riachuelo;Av. Paulista, 2277;976,35;28,29
(11) 98718-1806;16/07/2025;Desconto;farmácia;Parque Trianon;-23.564.079.998.661.100;-46.656.804.255.683.600;Pão de Açúcar;Rua Pamplona, 1704;340,39;135,81
(11) 99687-1451;12/07/2025;Produto;outros;Parque Trianon;-23.564.147.977.857.700;-4.665.648.346.811.530;Pão de Açúcar;Rua Pamplona, 1704;778,88;45,14
(11) 92349-4306;26/07/2025;Desconto;outros;Calçada aleatória;-23.564.386.902.829.300;-4.664.962.387.956.410;Pão de Açúcar;Rua Pamplona, 1704;703,23;86,85
(31) 97407-5549;19/07/2025;Produto;esportivo;Shopping Pátio Paulista;-23.570.778.454.768.400;-4.664.618.979.482.030;Kalunga;Rua Augusta, 2220;680,47;35,03
(11) 95730-9780;19/07/2025;Desconto;esportivo;Calçada aleatória;-23.563.928.637.453.000;-466.500.763.823.958;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;286,68;71,12
(11) 96551-9436;13/07/2025;Cashback;farmácia;Semáforo;-23.562.332.882.810.300;-4.665.450.441.306.750;Lojas Americanas;Av. Paulista, 2300;436,99;21,85
(11) 93600-1207;02/07/2025;Desconto;restaurante;Shopping Pátio Paulista;-23.570.551.508.236.100;-4.664.535.824.893.250;Renner;Av. Paulista, 2230;974,84;336,54
(11) 91970-2023;13/07/2025;Produto;esportivo;Parque Trianon;-23.563.836.513.952.000;-4.665.698.198.800.530;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;605,88;11,75
(11) 97748-8613;13/07/2025;Produto;vestuário;Estação Consolação;-23.555.627.345.728.000;-4.666.162.616.423.970;Smart Fit;Av. Paulista, 2006;311,34;15,43
(11) 91276-6788;26/07/2025;Desconto;móveis;Shopping Cidade São Paulo;-2.356.358.591.727.290;-4.665.272.926.819.550;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;318,39;89,11
(41) 97644-7102;20/07/2025;Desconto;vestuário;Shopping Pátio Paulista;-23.570.609.950.558.600;-4.664.569.919.598.590;Renner;Av. Paulista, 2230;985,75;293,83
(11) 91150-7716;13/07/2025;Cashback;mercado express;Calçada aleatória;-2.356.374.470.519.640;-4.664.977.280.873.280;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;836,1;41,81
(11) 96319-3428;06/07/2025;Desconto;farmácia;Calçada aleatória;-23.563.818.460.095.200;-4.665.008.408.481.390;Havaianas;Av. Paulista, 2439;425,57;48,62
(11) 96353-4869;26/07/2025;Produto;móveis;Parque Trianon;-23.564.426.195.651.000;-4.665.687.537.865.880;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;658,96;12,08
(11) 93734-9295;19/07/2025;Desconto;restaurante;Semáforo;-23.561.842.449.206.000;-4.665.471.655.943.870;Havaianas;Av. Paulista, 2439;800,16;157,92
(61) 94207-7341;19/07/2025;Desconto;eletrodoméstico;Calçada aleatória;-23.564.250.301.455.900;-46.650.207.316.313.200;Kalunga;Rua Augusta, 2220;707,19;255,88
(11) 91648-1306;01/07/2025;Produto;móveis;Calçada aleatória;-23.563.964.494.939.600;-46.650.241.008.129.800;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;774,83;37,59
(11) 93558-1905;12/07/2025;Cashback;farmácia;Calçada aleatória;-2.356.401.144.037.060;-46.650.063.160.482.100;Drogaria São Paulo;Av. Paulista, 1230;347,63;17,38
(11) 99307-4476;19/07/2025;Produto;restaurante;MASP;-2.356.146.174.484.140;-4.665.609.591.828.810;Havaianas;Av. Paulista, 2439;568,46;13,16
(11) 91618-9151;12/07/2025;Produto;mercado express;MASP;-2.356.160.569.551.620;-46.656.205.080.117.900;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;946,83;27,97
(11) 93077-1682;26/07/2025;Cashback;móveis;Calçada aleatória;-2.356.388.597.976.780;-4.664.982.866.921.140;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;648,73;32,44
(11) 91561-5179;04/07/2025;Desconto;móveis;Shopping Cidade São Paulo;-23.563.388.185.385.000;-466.518.468.079.712;Drogaria São Paulo;Av. Paulista, 1230;923,95;328,78
(11) 93716-2430;12/07/2025;Desconto;farmácia;Parque Trianon;-23.564.106.380.434.200;-4.665.653.994.431.280;Lojas Americanas;Av. Paulista, 2300;254,23;125,59
(11) 92718-3569;05/07/2025;Produto;esportivo;MASP;-2.356.160.663.815.210;-4.665.648.897.333.290;Subway;Av. Paulista, 2026;436,22;18,46
(41) 96908-2179;05/07/2025;Desconto;esportivo;Semáforo;-23.561.879.340.652.500;-4.665.392.543.646.840;Kalunga;Rua Augusta, 2220;205,78;58,2
(11) 96026-3262;20/07/2025;Produto;farmácia;Shopping Pátio Paulista;-23.570.538.681.861.400;-46.645.843.669.743.500;Subway;Av. Paulista, 2026;502,71;28,76
(11) 95118-7293;26/07/2025;Produto;mercado express;Calçada aleatória;-23.564.010.371.667.600;-4.665.015.337.783.730;Ponto Frio;Rua da Consolação, 2303;366,55;19,54
(11) 96888-5627;13/07/2025;Cashback;restaurante;Calçada aleatória;-235.640.907.048.699;-46.649.747.510.323.200;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;269,36;13,47
(11) 96088-8354;15/07/2025;Cashback;eletrodoméstico;Calçada aleatória;-2.356.394.473.483.110;-46.649.817.014.583.700;Renner;Av. Paulista, 2230;407,04;20,35
(11) 92611-2172;05/07/2025;Cashback;outros;Shopping Cidade São Paulo;-2.356.322.656.055.190;-4.665.240.560.520.370;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;417,25;20,86
(11) 98424-4734;12/07/2025;Desconto;mercado express;Calçada aleatória;-23.564.346.044.759.200;-4.665.011.101.098.370;Havaianas;Av. Paulista, 2439;679;255,48
(11) 99419-6275;19/07/2025;Produto;esportivo;Shopping Cidade São Paulo;-23.564.153.334.366.600;-46.652.480.066.589.800;Smart Fit;Av. Paulista, 2006;811,48;11,68
(11) 94990-5792;27/07/2025;Desconto;vestuário;Shopping Pátio Paulista;-23.570.573.562.253.100;-4.664.548.189.790.370;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;701,04;319,64
(41) 93428-8283;06/07/2025;Cashback;vestuário;Semáforo;-2.356.208.060.336.320;-4.665.389.569.793.730;Renner;Av. Paulista, 2230;235,7;11,79
(61) 92425-6152;27/07/2025;Desconto;esportivo;Semáforo;-2.356.265.393.659.840;-4.665.401.705.105.560;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;550,61;269,61
(11) 93683-6532;06/07/2025;Produto;esportivo;Calçada aleatória;-23.564.503.850.837.800;-4.665.036.249.105.460;Pão de Açúcar;Rua Pamplona, 1704;239;11,25
(11) 99124-9761;05/07/2025;Produto;móveis;Calçada aleatória;-2.356.405.614.966.430;-4.664.961.712.080.360;Drogaria São Paulo;Av. Paulista, 1230;711,71;26,87
(11) 94055-7887;09/07/2025;Produto;eletrodoméstico;Parque Trianon;-2.356.390.063.797.090;-4.665.699.353.070.080;Ponto Frio;Rua da Consolação, 2303;833,56;40,5
(11) 99140-2752;13/07/2025;Cashback;mercado express;Semáforo;-2.356.200.585.911.680;-4.665.421.408.866.790;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;938,35;46,92
(11) 98242-7713;24/07/2025;Produto;móveis;Semáforo;-23.562.163.195.024.000;-4.665.387.178.718.630;Renner;Av. Paulista, 2230;479,25;5,09
(11) 94911-4343;13/07/2025;Cashback;mercado express;Parque Trianon;-23.564.427.608.155.500;-4.665.682.108.378.490;Kalunga;Rua Augusta, 2220;617,62;30,88
